text,created_at,user,user utc offset,language,lat,id,user time zone,lng,user location
"Water, flash light, candles, food! Better ready than sorry... Super typhoon #yolanda on it's way... Tc http://t.co/WvrnzZLBxk",1383723029.0,shengbelmonte,,en,,'398110144749654016',Singapore,,28800
DOTC on full alert for 'Yolanda' http://t.co/1JoSykxQGA #YolandaPH | via @ANCALERTS,1383723031.0,ots_dotc,Pasay City,en,,'398110152944922625',Hong Kong,,28800
"RT @AMSPolicy: RT @wunderground: Dr. Masters says, ""Category 5 Super #Typhoon #Haiyan Headed Towards the Philippines"" http://t.co/V2j91zEOsq",1383723031.0,capital_climate,,en,,'398110150428340228',,,
"""@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/xe7GWal11Z""baka super typhoon",1383723031.0,_Userneym,Philippines,en,,'398110150902312960',Beijing,,28800
@lauramikaella be safe! don't get swept away by the typhoon,1383723032.0,natepunzalan6,"Manila, Philippines",en,,'398110157877424129',Hong Kong,,28800
"""@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/enh5kigAkR""",1383723032.0,itsmeBERLIN,N 13 16' 0'' / E 121 22' 0'',en,,'398110158343004161',Alaska,,-32400
Yolanda will be packing maximum sustained winds of around 268 ...,1383723035.0,ChristianGoyon,candelaria quezon,en,,'398110170137374720',Beijing,,28800
Just got home from Guimaras and iloilo. Glad that I'm able to go before the supertyphoon hits. Kapoy kaayo!,1383723035.0,edebreo,Philippines,en,,'398110168409735168',Taipei,,28800
@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/T0jRdX0X79,1383723036.0,arguelvis,"Minoh-shi, Osaka, JAPAN",en,,'398110173241155585',Beijing,,28800
Good night and God bless everyone! #YolandaPH,1383723039.0,prannecin,Fairytopia,en,,'398110184578355201',Alaska,,-32400
Locals in the said areas must act immediately. Be advised. #YolandaPH,1383723040.0,TheJanitorFish,"Mostly in Butuan, Philippines",en,,'398110190127431681',Taipei,,28800
"#YolandaPH you can`t ruin Philippines, change direction please.",1383723041.0,dhamdannielle,,en,,'398110194288168961',Beijing,,28800
"I will laugh my butt off if the superstorm ""Yolanda"" is weaker than they expected. Seriously, guys. Pipe the f*** down.",1383723041.0,rikkyrocketship,The Internet,en,,'398110193508044800',Beijing,,28800
May super typhoon? Should I bring a tent now? :)))))) Bring pillows guys.. jk! @_chaaarlene @eychtee @hahahasmiin @N_Sayson @CJ_257,1383723043.0,BernsBarrion,,en,,'398110202651635713',Nuku'alofa,,46800
#WeatherAlert: Calm before Yolanda: Cloudy Thursday across PH http://t.co/AqzcjsQpLY,1383723044.0,rapplerdotcom,Philippines,en,,'398110205898395648',Taipei,,28800
"As of 11:30pm - November 7,2013- SUPERTYPHOON 'YOLANDA' ---&gt;  CATEGORY 5 (260kph)Please share to everyone http://t.co/62k8yatgFb",1383723044.0,louise_dave,,en,,'398110205029785600',,,
@corpusinboots Yolanda should pour down on that lil ugly bitch bruh...,1383723047.0,nikkoalcalde,Manila,en,,'398110220645179393',Alaska,,-32400
"Dear God, protect us from the super typhoon. Let no harm come upon us and the people we love.   Pray for our country. RT!",1383723048.0,benny_lolaine,quezon City,en,,'398110224365522944',Beijing,,28800
Second time to experience typhoon 1st when I was 11 and now,1383723050.0,OxanaCim,,en,,'398110232745758721',Mountain Time (US & Canada),,-25200
"""@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/dIBgzTrhmD""",1383723052.0,angelaann19,O C E A N F R V R,en,,'398110239100137472',Beijing,,28800
"magnitude 7 earthquake.. and now, typhoon Yolanda.. what is happening?!?! :'( let us all pray for our http://t.co/BXy7TxOzEz",1383723054.0,imkimmy14,Baguio City,en,,'398110249259139072',Taipei,,28800
Got this habit of checing http://t.co/lLbNU4dvUE whenever's there's a storm. Yolanda's about to enter PAR. Keep safe and be prepared!,1383723055.0,simplyitsann,Pilipinas kong Mahal!,en,,'398110253885059072',Hong Kong,,28800
Off to bed. Let us all be safe Lord God.  #YolandaPH #PrayforPhilippines,1383723057.0,BabhieMe,Neverland,en,,'398110261174734848',Singapore,,28800
"""@_torvics: Yolanda, how much water are you gonna pour?"" I lost my payong last tripcon fak",1383723059.0,markjctn,,en,,'398110269609488384',Taipei,,28800
"To all those who will be affected by the super-typhoon, may God bless you in your struggle. Lets Pray for those... http://t.co/3tnqYyxSgR",1383723064.0,StunningFactsPH,Philippines,en,,'398110289188900864',Taipei,,28800
@maryjessicago: KEEP SAFE EVERYONE! #YolandaPH another nsd parts. Magpa stress debriefing nata!!,1383723068.0,queenilynang,,en,,'398110309480550400',Singapore,,28800
Oh no! there's a typhoon coming! Be safe everyone!,1383723070.0,superchicCHIE,~ James Carstairs,en,,'398110316858339328',Pacific Time (US & Canada),,-28800
GET READY!!!!ANOTHER TYPHOON TO HIT PH!,1383723071.0,PaulusIoannes,"Bulacan,Philippines",en,,'398110321216217088',Hong Kong,,28800
Supertyphoon nears PH http://t.co/EXdH8J1PCm via @inquirerdotnet,1383723072.0,armudack,Makati City Philippines,en,,'398110324148011010',Hong Kong,,28800
"Supertyphoon Haiyan may arrive Wednesday midnight, says Pagasa http://t.co/rMCnPaBbUv via @inquirerdotnet; #Pray for #Visayas #Philippines",1383723074.0,melfernando20,Philippines,en,,'398110330812768256',Singapore,,28800
..Keep safe everyone #Pray #YolandaPH #CEBU #LEYTE #SAMAR,1383723075.0,ChararatBomPak,,en,,'398110337179721728',Alaska,,-32400
"""@MisterDoubleG: Yolanda, we no speak americano""",1383723075.0,LuisYatco,,en,,'398110336827392001',Hong Kong,,28800
Got this habit of checking http://t.co/lLbNU4dvUE  whenever there's a storm. Yolanda's about to enter PAR. Keep safe and be prepared!,1383723078.0,simplyitsann,Pilipinas kong Mahal!,en,,'398110351503273984',Hong Kong,,28800
"We, Filipinos, have endured the worst. Hope is far more powerful than fear. #TiwalaLang #YolandaPH",1383723078.0,scARCYty,"Surigao City, Philippines",en,,'398110350366613504',Beijing,,28800
this super typhoon is starting to scare me.Stay safe everyone,1383723081.0,theANNEderdog,Second Star to the Right. ,en,,'398110360076423168',Alaska,,-32400
Goodnight :) Pray muna po. :) #YolandaPH #pray,1383723083.0,meagantarayo,"Calamba, Laguna",en,,'398110371061313537',Beijing,,28800
"Don't hate on yolanda, for all you know she might actually be very sensitive &gt;:c",1383723084.0,PJiGonzales,Philippines,en,,'398110373221384192',Singapore,,28800
Really nervous about the arriving super typhoon. I pray for a miracle. Less damage. Good night. Keep safe! #YolandaPH,1383723084.0,chesolace,MNL ,en,,'398110376153206785',Alaska,,-32400
Philippines braces for incoming super typhoon Yolanda | Sun.Star http://t.co/aydls9cDdI,1383723085.0,marktiss,,en,,'398110379542204417',Abu Dhabi,,14400
Wow - that's a monster storm!!!  #Typhoon #Haiyan in the northwestern Pacific (IR imagery loop): http://t.co/2Z3vLL01O2,1383723088.0,aa_ocean,Virginia,en,,'398110393383387136',Eastern Time (US & Canada),,-18000
SuperTyphoon tomorrow morning maybe until Sunday.. whew antagal nun,1383723089.0,klarkgwapo,Pasig City,en,,'398110396394905600',Beijing,,28800
Praying that the typhoon wont be too strong. Please lang.,1383723094.0,itsagentP,Under The Cork Tree,en,,'398110417685196800',Hong Kong,,28800
OH YOLANDA PLEASE,1383723095.0,dmassovervolume,"Los Baos, Laguna",en,,'398110421049032704',Pacific Time (US & Canada),,-28800
"""@AyyTangaLangDre: This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/Vg6p5yyCgQ""",1383723097.0,GiLbeeeert,MNL,en,,'398110430192627712',Beijing,,28800
#pray Lord take control of typhoon yolanda and divert it to the sea. Amen,1383723097.0,mufffin21,,en,,'398110429571866624',Alaska,,-32400
Pray. #YolandaPH,1383723099.0,mikaveeenana,"MNL, Philippines",en,,'398110435360002048',Alaska,,-32400
"@MRodOfficial and fellow fans, please pray for Philippines..typhoon hitting us in the morning, expected to be the strongest here!",1383723099.0,mrymcintyre,,en,,'398110437587181568',,,
#pray for the victims of typhoon ,1383723105.0,audreyo15,somewhere over the rainbow,en,,'398110462543269889',Alaska,,-32400
"Oh gosh, #Typhoon #Haiyan headed to #Philippines.  Stay safe!  Praying for my family in #Leyte.",1383723106.0,rosariorobinson,"33.8788145, -84.4645184",en,,'398110466452770816',Eastern Time (US & Canada),,-18000
"I'm from Leyte. Javier, Leyte to be exact. Our town is just 1 hr ride to Tacloban City. Guys, pls pray for us. So far no rain. #YolandaPH",1383723107.0,akosikaibigan,,en,,'398110470176911360',Hong Kong,,28800
Really hope I don't get stranded in Cebu tomorrow due to the super typhoon. Stay safe everyone.,1383723108.0,iamherbo,/b/,en,,'398110473997918209',Hong Kong,,28800
Let's keep calm and pray for the typhoon yolanda.,1383723109.0,CrazyLecy,kalibornia,en,,'398110480528867328',,,
Storm Signal 1 up in these provinces. #YolandaPH. http://t.co/EOAgmXYQto,1383723116.0,iamjustinjay,Legazpi City,en,,'398110508215054336',Hong Kong,,28800
There's a creek in our backyard and that worries me. #Yolanda,1383723117.0,Alvin_Louis,Treehouse,en,,'398110511004258304',Hong Kong,,28800
Typhoon Yolanda can't stop me from watching #Supernatural at this moment! HAHAHAHA #KeepSafeEverybody #Pray,1383723118.0,OfficialJLOU,"Iligan City, Philippines",en,,'398110515584450560',Alaska,,-32400
Stay safe people! #YolandaPH,1383723124.0,darjohn_,,en,,'398110541341683713',Beijing,,28800
I want rain but not the typhoon kind. Just enough to cuddle with my laptop and sheets please,1383723127.0,jamievivero,philippines,en,,'398110556395012096',Kuala Lumpur,,28800
"Super typhoon yolanda, keep safe everyone!!",1383723130.0,Itsmegonz,,en,,'398110566415208449',,,
@monmariano we'll atleast we know it's gonna be a YOLO week because of the typhoon HAHA!,1383723131.0,GatDeLeon,"Antipolo City, Rizal",en,,'398110572060737536',Beijing,,28800
let's all pray for everybody's safety as Super Typhoon #YolandaPH approaches our country. Keep Safe everyone! May God bless us all &lt;3 #pray,1383723133.0,iamclare07,Philippines,en,,'398110580118020096',Singapore,,28800
PAGASA: Typhoon Yolanda could be the strongest typhoon to hit the country this year. #YolandaPH #Pray http://t.co/Sx6HBjr8jO,1383723133.0,markkidddooo,"Manila, Philippines",en,,'398110579534987264',Beijing,,28800
Yolanda is OTW. Keep safe eveeyone. Take care!,1383723134.0,batralooo,,en,,'398110583716712449',Arizona,,-25200
"Getting worried now for my relatives in Visayas @.@ Can you not, Haiyan? -_-",1383723134.0,xtalespinosa,"Metro Manila, Philippines",en,,'398110585985843203',Singapore,,28800
I don't know why everyone's so afraid of Yolanda.I'm more afraid of dying a virgin. LELs.#WetIsGood ,1383723135.0,ToFFyMENcHaveZ,The 2nd wardrobe to the left.,en,9.31028647,'398110587508363264',Pacific Time (US & Canada),123.30844893,-28800
We'll be okay. #optimism #YolandaPH,1383723138.0,goddre,Cebu,en,,'398110600477175808',Hong Kong,,28800
@ANCALERTS: PAGASA: Some areas may experience signal # 4 http://t.co/1YOh14pdMe #YolandaPH  SPARE US PLS,1383723141.0,keiiysha,Townsville,en,,'398110612875522049',Hong Kong,,28800
Mr typhoon please don't ruin my weekend,1383723144.0,BloodshotPilot,Iloilo City Iloilo,en,,'398110624216936448',Beijing,,28800
Oh so yolanda's the typhoon... That's why,1383723144.0,OPHELtower,Est. 97,en,,'398110628226686976',Hong Kong,,28800
Will the Super Typhoon hit NCR? Just curious. :/ #Pray,1383723146.0,ZiggyChavez,MNL,en,,'398110635348590593',Taipei,,28800
"emergency survival kit ---cellphone with load, flashlight with battery, whistle with lace #bagyo #superbagyo #yolandaph",1383723147.0,simlpydoug,,en,,'398110640243372032',,,
"Praying that my home province, Albay, and all affected areas will be protected and ready for #YolandaPH. Lord, have mercy on the PHL. #fb",1383723149.0,leimaruthie,,en,,'398110645406560256',Hong Kong,,28800
I hope Yolanda doesn't become a Category 4 typhoon. We are NOT prepared (kelan ba talaga naging handa?). I'm still disappointed at NDRRMC.,1383723151.0,FranzOrido,Under the Stars,en,,'398110656219471872',Singapore,,28800
Praying the super typhoon goes off course and hits the middle of the ocean instead. Hang in there visayas and Mindanao!,1383723151.0,xandrarocha,Philippines,en,,'398110655586119682',Pacific Time (US & Canada),,-28800
I feel worried and sad for those in bohol :( after the earthquake here comes another disaster #YolandaPH please do take care of ya selves.,1383723152.0,tinnnytoons,,en,,'398110659344224257',Arizona,,-25200
Must pray for our safety #YolandaPH,1383723154.0,Ayksibellibells,"Philippines, CVT",en,,'398110668735250432',Pacific Time (US & Canada),,-28800
Both will make their presence felt tomorrow. Who will be the bigger disaster? Yolanda or Janet?,1383723159.0,Jimparedes,Wherever I am present.,en,,'398110687718678528',Sydney,,39600
"@IlanaBoun yeah but I was so excited for this Typhoon haha I was seeing myself in ""the impossible"" :P",1383723160.0,KimBnrso,hcm,en,,'398110693557141504',Hanoi,,25200
super haiyan please don't come. If you insist just make shorter and leave no damage,1383723161.0,arkeithect,"Intramuros, Manila",en,,'398110697130692608',Pacific Time (US & Canada),,-28800
Lord guide and protect us. #YolandaPH,1383723163.0,CoralynZamudio,"Bacoor, Cavite",en,,'398110703959019520',Beijing,,28800
"Yolanda, don't you land ah!! #Pray",1383723163.0,LINCOLN______,"Manila, Philippines",en,,'398110706823749632',Alaska,,-32400
Yolanda just called me. She's cancelling her visit.  Jk ,1383723169.0,janinellanongos,BEC,en,,'398110731733704706',Hong Kong,,28800
"PAGASA: Signal #1: Northern Samar, Eastern Samar, Samar, Leyte, Southern Leyte, Agusan Del Norte, northern part of Agusan Del Sur #YolandaPH",1383723173.0,aegisph,"Manila, Cebu, Baguio",en,,'398110747948879873',Taipei,,28800
"This freaking #supertyphoon #yolanda is scaring the hell out of me!!! Please redirect!,",1383723175.0,lavmeysj,Manila Philippines,en,,'398110756031299586',,,
"Hey Yolanda, please leave soon. I didn't invite you for my birthday celebration on Friday. Thank you.",1383723176.0,sigmaruth,"UPLB, College Laguna, PH",en,,'398110762024976384',Kuala Lumpur,,28800
"Yolanda ka ba? kasi, the moment YOLANDAd into my world, you changed everything.. hahahah#bagyo #banat.no4 #cornchips",1383723179.0,kddiao,Iligan City,en,,'398110772326170624',Hong Kong,,28800
Terrible @ANCALERTS: PAGASA: Typhoon Yolanda has max. winds of 195kph &amp; gustiness of up to 230 kph #YolandaPH,1383723179.0,terinabeatrice,83km north of Manila,en,,'398110773190209537',Pacific Time (US & Canada),,-28800
Everyones tweeting about Yolanda my love. JK JK JK,1383723181.0,GEOpiter_,CPZ-ILO-PHL,en,,'398110779410358272',Alaska,,-32400
A Super typhoon is coming.. #Praying :(,1383723183.0,karleystagram,PH,en,,'398110789757698048',Beijing,,28800
@ANCALERTS: PHOTO: PAGASA's 11pm forecast track of Typhoon Yolanda #YolandaPH http://t.co/IhDPkiSXhM,1383723186.0,moodiefhadalawi,,en,,'398110802877501440',,,
Oh no! Super typhoon is coming. Stay safe Philippines!,1383723186.0,Mars916,Manila,en,,'398110800599998464',Hong Kong,,28800
@Jimparedes: Both will make their presence felt tomorrow. Who will be the bigger disaster? Yolanda or Janet?,1383723188.0,niiickalodeon,Rio de Janeiro,en,14.57232056,'398110809198309376',Beijing,121.09747925,28800
$CIA Yolanda forecast sends citizens scrambling for goods http://t.co/uzBEd2UQsR,1383723191.0,NorthVestor,,en,,'398110823723184128',,,
"Philippines to issued highest alert level as ""Super Typhoon"" could hit most part of the country - http://t.co/W6yIL7cYAo",1383723201.0,shopsimplicity,"Lake Mills, WI USA",en,,'398110866685452288',Pacific Time (US & Canada),,-28800
"Brace yourselves, keep safe and pray :)#YolandaPH",1383723202.0,StellaCurls,"Bohol, Philippines",en,,'398110870745518082',,,
Yolanda is too much of a nice name to hate so please get out of here before you destruct this country,1383723202.0,madiechua,Philippines,en,,'398110868933582848',Hong Kong,,28800
"Yolanda , Think before you GO",1383723203.0,iamnicespinoza_,MNL ,en,,'398110873366970368',Beijing,,28800
Pray can weaken the strongest Super Typhoon on the planet. #Pray #save #YolandaPH #SuperTyphoon,1383723206.0,mauicamacho,scottsummer60@yahoo.com,en,,'398110888403554305',Beijing,,28800
Typhoon #YolandaPH go away!,1383723207.0,Caseyzamco,,en,,'398110888500002817',Singapore,,28800
http://t.co/74EkyAu43O: Super typhoon Yolanda stronger than Pablo: US military http://t.co/rfSUthhn94 via @ABSCBNNews,1383723208.0,macingable,davao city,en,,'398110893013090304',Singapore,,28800
"Seroso ba sinlaki ng phl ""@AyyTangaLangDre:This Typhoon Yolanda is really strong. Keep safe guys #GoAwayYolandaBitch http://t.co/1EFhsd2yeH""",1383723211.0,hannalovesss,,en,,'398110907185651712',Pacific Time (US & Canada),,-28800
Oh well.. Everything will be alright because we have Him :) Keep safe! Pray guys. God bless! #YolandaPH,1383723212.0,chadumadapat,Philippines,en,,'398110912000708608',Alaska,,-32400
"""@ANCALERTS: PAGASA: Typhoon 'Yolanda' expected to enter PH Area of Responsibility before midnight #YolandaPH""",1383723213.0,lynzy22,"Cebu City , Phil.",en,,'398110914513076224',Arizona,,-25200
